SystemCodeNumber,Occupancy,Capacity,QueueLength,TrafficConditionNearby,rate,Hour,PriceLevel_Model3,Timestamp
BHMBCCMKT01,153,577,2,low,0.2651646447140381,15,Low,2016-10-06 15:31:00
BHMBCCMKT01,135,577,1,low,0.2339688041594454,16,Low,2016-10-06 16:04:00
BHMBCCMKT01,129,577,2,low,0.22357019064124783,16,Low,2016-10-06 16:30:00
BHMBCCMKT01,58,577,2,low,0.10051993067590988,8,Low,2016-10-07 08:03:00
BHMBCCMKT01,61,577,2,average,0.10571923743500866,8,Low,2016-10-07 08:30:00
BHMBCCMKT01,75,577,1,low,0.12998266897746968,9,Low,2016-10-07 09:04:00
BHMBCCMKT01,103,577,2,low,0.17850953206239167,9,Low,2016-10-07 09:30:00
BHMBCCMKT01,128,577,2,low,0.2218370883882149,9,Low,2016-10-07 09:57:00
BHMBCCMKT01,172,577,5,high,0.29809358752166376,10,Low,2016-10-07 10:30:00
BHMBCCMKT01,188,577,3,average,0.32582322357019067,10,Medium,2016-10-07 10:57:00
BHMBCCMKT01,199,577,4,average,0.34488734835355284,11,Medium,2016-10-07 11:30:00
BHMBCCMKT01,210,577,7,high,0.36395147313691506,12,Medium,2016-10-07 12:03:00
BHMBCCMKT01,206,577,7,high,0.35701906412478335,12,Medium,2016-10-07 12:30:00
BHMBCCMKT01,200,577,7,high,0.3466204506065858,13,Medium,2016-10-07 13:04:00
BHMBCCMKT01,201,577,7,high,0.3483535528596187,13,Medium,2016-10-07 13:30:00
BHMBCCMKT01,193,577,3,average,0.3344887348353553,14,Medium,2016-10-07 14:03:00
BHMBCCMKT01,181,577,4,average,0.31369150779896016,14,Medium,2016-10-07 14:30:00
BHMBCCMKT01,172,577,2,low,0.29809358752166376,15,Low,2016-10-07 15:04:00
BHMBCCMKT01,159,577,2,low,0.2755632582322357,15,Low,2016-10-07 15:30:00
BHMBCCMKT01,158,577,2,low,0.2738301559792028,15,Low,2016-10-07 15:57:00
BHMBCCMKT01,132,577,2,low,0.22876949740034663,16,Low,2016-10-07 16:30:00
BHMBCCMKT01,58,577,1,low,0.10051993067590988,7,Low,2016-10-08 07:57:00
BHMBCCMKT01,61,577,2,average,0.10571923743500866,8,Low,2016-10-08 08:30:00
BHMBCCMKT01,75,577,1,low,0.12998266897746968,8,Low,2016-10-08 08:57:00
BHMBCCMKT01,104,577,2,low,0.18024263431542462,9,Low,2016-10-08 09:30:00
BHMBCCMKT01,158,577,3,low,0.2738301559792028,10,Low,2016-10-08 10:04:00
BHMBCCMKT01,191,577,3,average,0.3310225303292894,10,Medium,2016-10-08 10:30:00
BHMBCCMKT01,223,577,4,average,0.38648180242634317,10,Medium,2016-10-08 10:57:00
BHMBCCMKT01,254,577,4,average,0.44020797227036396,11,Medium,2016-10-08 11:30:00
BHMBCCMKT01,306,577,7,high,0.5303292894280762,12,Medium,2016-10-08 12:04:00
BHMBCCMKT01,320,577,8,high,0.5545927209705372,12,Medium,2016-10-08 12:30:00
BHMBCCMKT01,348,577,7,high,0.6031195840554593,13,Medium,2016-10-08 13:04:00
BHMBCCMKT01,357,577,7,high,0.6187175043327556,13,Medium,2016-10-08 13:30:00
BHMBCCMKT01,395,577,4,average,0.6845753899480069,14,Medium,2016-10-08 14:03:00
BHMBCCMKT01,400,577,4,average,0.6932409012131716,14,Medium,2016-10-08 14:30:00
BHMBCCMKT01,395,577,4,average,0.6845753899480069,14,Medium,2016-10-08 14:57:00
BHMBCCMKT01,406,577,3,average,0.7036395147313691,15,Medium,2016-10-08 15:30:00
BHMBCCMKT01,381,577,2,low,0.6603119584055459,16,Medium,2016-10-08 16:04:00
BHMBCCMKT01,365,577,2,low,0.6325823223570191,16,Medium,2016-10-08 16:30:00
BHMBCCMKT01,42,577,2,low,0.07279029462738301,8,Low,2016-10-09 08:04:00
BHMBCCMKT01,42,577,2,low,0.07279029462738301,8,Low,2016-10-09 08:30:00
BHMBCCMKT01,43,577,2,low,0.07452339688041594,9,Low,2016-10-09 09:04:00
BHMBCCMKT01,43,577,2,low,0.07452339688041594,9,Low,2016-10-09 09:30:00
BHMBCCMKT01,50,577,3,average,0.08665511265164645,9,Low,2016-10-09 09:57:00
BHMBCCMKT01,64,577,5,high,0.11091854419410745,10,Low,2016-10-09 10:30:00
BHMBCCMKT01,100,577,6,average,0.1733102253032929,11,Low,2016-10-09 11:04:00
BHMBCCMKT01,126,577,6,average,0.21837088388214904,11,Low,2016-10-09 11:30:00
BHMBCCMKT01,148,577,6,average,0.2564991334488735,11,Low,2016-10-09 11:57:00
BHMBCCMKT01,170,577,9,high,0.29462738301559793,12,Low,2016-10-09 12:30:00
BHMBCCMKT01,189,577,8,high,0.3275563258232236,13,Medium,2016-10-09 13:04:00
BHMBCCMKT01,205,577,9,high,0.35528596187175043,13,Medium,2016-10-09 13:30:00
BHMBCCMKT01,208,577,7,high,0.36048526863084923,14,Medium,2016-10-09 14:03:00
BHMBCCMKT01,209,577,5,average,0.36221837088388215,14,Medium,2016-10-09 14:30:00
BHMBCCMKT01,191,577,3,low,0.3310225303292894,15,Medium,2016-10-09 15:04:00
BHMBCCMKT01,180,577,3,low,0.3119584055459272,15,Medium,2016-10-09 15:30:00
BHMBCCMKT01,155,577,3,low,0.268630849220104,16,Low,2016-10-09 16:03:00
BHMBCCMKT01,133,577,2,low,0.23050259965337955,16,Low,2016-10-09 16:30:00
BHMBCCMKT01,54,577,1,low,0.09358752166377816,8,Low,2016-10-10 08:04:00
BHMBCCMKT01,56,577,1,low,0.09705372616984402,8,Low,2016-10-10 08:30:00
BHMBCCMKT01,65,577,1,low,0.11265164644714037,9,Low,2016-10-10 09:04:00
BHMBCCMKT01,73,577,2,low,0.1265164644714038,9,Low,2016-10-10 09:30:00
BHMBCCMKT01,92,577,2,low,0.15944540727902945,10,Low,2016-10-10 10:03:00
BHMBCCMKT01,113,577,4,average,0.19584055459272098,10,Low,2016-10-10 10:30:00
BHMBCCMKT01,144,577,3,average,0.24956672443674177,10,Low,2016-10-10 10:57:00
BHMBCCMKT01,149,577,4,average,0.2582322357019064,11,Low,2016-10-10 11:30:00
BHMBCCMKT01,159,577,4,average,0.2755632582322357,11,Low,2016-10-10 11:57:00
BHMBCCMKT01,171,577,6,high,0.29636048526863085,12,Low,2016-10-10 12:30:00
BHMBCCMKT01,176,577,5,average,0.3050259965337955,13,Medium,2016-10-10 13:04:00
BHMBCCMKT01,172,577,6,high,0.29809358752166376,13,Low,2016-10-10 13:30:00
BHMBCCMKT01,161,577,5,high,0.27902946273830154,14,Low,2016-10-10 14:03:00
BHMBCCMKT01,154,577,3,average,0.2668977469670711,14,Low,2016-10-10 14:30:00
BHMBCCMKT01,137,577,4,average,0.23743500866551126,14,Low,2016-10-10 14:57:00
BHMBCCMKT01,129,577,1,low,0.22357019064124783,15,Low,2016-10-10 15:30:00
BHMBCCMKT01,130,577,3,average,0.22530329289428075,15,Low,2016-10-10 15:57:00
BHMBCCMKT01,114,577,2,low,0.1975736568457539,16,Low,2016-10-10 16:30:00
BHMBCCMKT01,56,577,1,average,0.09705372616984402,8,Low,2016-10-11 08:04:00
BHMBCCMKT01,64,577,1,low,0.11091854419410745,8,Low,2016-10-11 08:30:00
BHMBCCMKT01,74,577,1,low,0.12824956672443674,8,Low,2016-10-11 08:57:00
BHMBCCMKT01,93,577,2,low,0.1611785095320624,9,Low,2016-10-11 09:30:00
BHMBCCMKT01,129,577,2,average,0.22357019064124783,9,Low,2016-10-11 09:57:00
BHMBCCMKT01,167,577,3,average,0.28942807625649913,10,Low,2016-10-11 10:30:00
BHMBCCMKT01,200,577,3,average,0.3466204506065858,10,Medium,2016-10-11 10:57:00
BHMBCCMKT01,219,577,5,average,0.37954939341421146,11,Medium,2016-10-11 11:30:00
BHMBCCMKT01,225,577,7,high,0.389948006932409,12,Medium,2016-10-11 12:03:00
BHMBCCMKT01,221,577,8,high,0.3830155979202773,12,Medium,2016-10-11 12:30:00
BHMBCCMKT01,217,577,6,high,0.37608318890814557,13,Medium,2016-10-11 13:04:00
BHMBCCMKT01,217,577,6,high,0.37608318890814557,13,Medium,2016-10-11 13:31:00
BHMBCCMKT01,208,577,4,average,0.36048526863084923,14,Medium,2016-10-11 14:04:00
BHMBCCMKT01,191,577,3,average,0.3310225303292894,14,Medium,2016-10-11 14:30:00
BHMBCCMKT01,167,577,2,low,0.28942807625649913,15,Low,2016-10-11 15:03:00
BHMBCCMKT01,159,577,2,low,0.2755632582322357,15,Low,2016-10-11 15:33:00
BHMBCCMKT01,150,577,1,low,0.25996533795493937,16,Low,2016-10-11 16:01:00
BHMBCCMKT01,127,577,2,low,0.22010398613518198,16,Low,2016-10-11 16:26:00
BHMBCCMKT01,51,577,1,low,0.08838821490467938,8,Low,2016-10-12 08:04:00
BHMBCCMKT01,57,577,2,low,0.09878682842287695,8,Low,2016-10-12 08:31:00
BHMBCCMKT01,64,577,1,low,0.11091854419410745,9,Low,2016-10-12 09:03:00
BHMBCCMKT01,73,577,1,low,0.1265164644714038,9,Low,2016-10-12 09:26:00
BHMBCCMKT01,99,577,3,average,0.17157712305025996,10,Low,2016-10-12 10:01:00
BHMBCCMKT01,112,577,3,average,0.19410745233968804,10,Low,2016-10-12 10:31:00
BHMBCCMKT01,127,577,4,average,0.22010398613518198,11,Low,2016-10-12 11:04:00
BHMBCCMKT01,128,577,4,average,0.2218370883882149,11,Low,2016-10-12 11:31:00
BHMBCCMKT01,143,577,6,high,0.24783362218370883,12,Low,2016-10-12 12:04:00
BHMBCCMKT01,158,577,5,average,0.2738301559792028,12,Low,2016-10-12 12:31:00
BHMBCCMKT01,157,577,6,high,0.2720970537261698,13,Low,2016-10-12 13:04:00
BHMBCCMKT01,164,577,6,high,0.28422876949740034,13,Low,2016-10-12 13:34:00
BHMBCCMKT01,167,577,5,high,0.28942807625649913,14,Low,2016-10-12 14:03:00
BHMBCCMKT01,159,577,4,average,0.2755632582322357,14,Low,2016-10-12 14:34:00
BHMBCCMKT01,140,577,2,low,0.24263431542461006,15,Low,2016-10-12 15:01:00
BHMBCCMKT01,128,577,2,low,0.2218370883882149,15,Low,2016-10-12 15:30:00
BHMBCCMKT01,121,577,2,low,0.2097053726169844,15,Low,2016-10-12 15:57:00
BHMBCCMKT01,111,577,2,average,0.1923743500866551,16,Low,2016-10-12 16:31:00
BHMBCCMKT01,58,577,2,low,0.10051993067590988,7,Low,2016-10-13 07:57:00
BHMBCCMKT01,65,577,1,low,0.11265164644714037,8,Low,2016-10-13 08:31:00
BHMBCCMKT01,76,577,2,low,0.1317157712305026,9,Low,2016-10-13 09:04:00
BHMBCCMKT01,97,577,2,low,0.1681109185441941,9,Low,2016-10-13 09:31:00
BHMBCCMKT01,127,577,2,low,0.22010398613518198,9,Low,2016-10-13 09:57:00
BHMBCCMKT01,166,577,4,average,0.2876949740034662,10,Low,2016-10-13 10:31:00
BHMBCCMKT01,200,577,4,average,0.3466204506065858,11,Medium,2016-10-13 11:04:00
BHMBCCMKT01,220,577,4,average,0.38128249566724437,11,Medium,2016-10-13 11:31:00
BHMBCCMKT01,230,577,4,average,0.3986135181975737,11,Medium,2016-10-13 11:57:00
BHMBCCMKT01,231,577,7,high,0.4003466204506066,12,Medium,2016-10-13 12:31:00
BHMBCCMKT01,214,577,6,high,0.3708838821490468,13,Medium,2016-10-13 13:04:00
BHMBCCMKT01,203,577,6,high,0.35181975736568455,13,Medium,2016-10-13 13:31:00
BHMBCCMKT01,205,577,5,average,0.35528596187175043,13,Medium,2016-10-13 13:57:00
BHMBCCMKT01,181,577,4,average,0.31369150779896016,14,Medium,2016-10-13 14:31:00
BHMBCCMKT01,162,577,2,low,0.2807625649913345,15,Low,2016-10-13 15:04:00
BHMBCCMKT01,144,577,2,low,0.24956672443674177,15,Low,2016-10-13 15:31:00
BHMBCCMKT01,132,577,2,low,0.22876949740034663,16,Low,2016-10-13 16:04:00
BHMBCCMKT01,130,577,2,low,0.22530329289428075,16,Low,2016-10-13 16:31:00
BHMBCCMKT01,53,577,1,low,0.09185441941074524,8,Low,2016-10-14 08:01:00
BHMBCCMKT01,57,577,1,low,0.09878682842287695,8,Low,2016-10-14 08:27:00
BHMBCCMKT01,67,577,2,average,0.11611785095320624,9,Low,2016-10-14 09:01:00
BHMBCCMKT01,100,577,2,low,0.1733102253032929,9,Low,2016-10-14 09:27:00
BHMBCCMKT01,134,577,2,low,0.2322357019064125,10,Low,2016-10-14 10:01:00
BHMBCCMKT01,157,577,3,low,0.2720970537261698,10,Low,2016-10-14 10:27:00
BHMBCCMKT01,205,577,5,average,0.35528596187175043,11,Medium,2016-10-14 11:01:00
BHMBCCMKT01,220,577,5,average,0.38128249566724437,11,Medium,2016-10-14 11:27:00
BHMBCCMKT01,224,577,7,high,0.3882149046793761,12,Medium,2016-10-14 12:01:00
BHMBCCMKT01,213,577,5,average,0.36915077989601386,12,Medium,2016-10-14 12:27:00
BHMBCCMKT01,205,577,6,high,0.35528596187175043,13,Medium,2016-10-14 13:01:00
BHMBCCMKT01,201,577,7,high,0.3483535528596187,13,Medium,2016-10-14 13:27:00
BHMBCCMKT01,182,577,4,average,0.31542461005199307,14,Medium,2016-10-14 14:01:00
BHMBCCMKT01,174,577,3,average,0.30155979202772965,14,Medium,2016-10-14 14:34:00
BHMBCCMKT01,171,577,2,low,0.29636048526863085,15,Low,2016-10-14 15:01:00
BHMBCCMKT01,161,577,2,low,0.27902946273830154,15,Low,2016-10-14 15:27:00
BHMBCCMKT01,138,577,1,low,0.2391681109185442,16,Low,2016-10-14 16:01:00
BHMBCCMKT01,134,577,2,low,0.2322357019064125,16,Low,2016-10-14 16:34:00
BHMBCCMKT01,53,577,1,low,0.09185441941074524,8,Low,2016-10-15 08:01:00
BHMBCCMKT01,63,577,1,low,0.10918544194107452,8,Low,2016-10-15 08:34:00
BHMBCCMKT01,77,577,2,low,0.13344887348353554,9,Low,2016-10-15 09:01:00
BHMBCCMKT01,101,577,2,low,0.17504332755632582,9,Low,2016-10-15 09:27:00
BHMBCCMKT01,154,577,3,low,0.2668977469670711,10,Low,2016-10-15 10:01:00
BHMBCCMKT01,171,577,3,low,0.29636048526863085,10,Low,2016-10-15 10:27:00
BHMBCCMKT01,211,577,4,average,0.36568457538994803,11,Medium,2016-10-15 11:01:00
BHMBCCMKT01,239,577,4,average,0.41421143847487,11,Medium,2016-10-15 11:27:00
BHMBCCMKT01,276,577,8,high,0.4783362218370884,12,Medium,2016-10-15 12:01:00
BHMBCCMKT01,297,577,8,high,0.5147313691507799,12,Medium,2016-10-15 12:27:00
BHMBCCMKT01,332,577,7,high,0.5753899480069324,13,Medium,2016-10-15 13:01:00
BHMBCCMKT01,352,577,8,high,0.610051993067591,13,Medium,2016-10-15 13:34:00
BHMBCCMKT01,391,577,6,high,0.6776429809358753,14,Medium,2016-10-15 14:01:00
BHMBCCMKT01,409,577,4,average,0.708838821490468,14,Medium,2016-10-15 14:27:00
BHMBCCMKT01,442,577,3,low,0.7660311958405546,15,Low,2016-10-15 15:01:00
BHMBCCMKT01,428,577,3,low,0.7417677642980935,15,Medium,2016-10-15 15:27:00
BHMBCCMKT01,412,577,2,low,0.7140381282495667,16,Medium,2016-10-15 16:01:00
BHMBCCMKT01,393,577,2,low,0.6811091854419411,16,Medium,2016-10-15 16:27:00
BHMBCCMKT01,48,577,2,low,0.0831889081455806,8,Low,2016-10-16 08:04:00
BHMBCCMKT01,48,577,2,low,0.0831889081455806,8,Low,2016-10-16 08:27:00
BHMBCCMKT01,55,577,2,low,0.09532062391681109,9,Low,2016-10-16 09:01:00
BHMBCCMKT01,57,577,2,low,0.09878682842287695,9,Low,2016-10-16 09:27:00
BHMBCCMKT01,57,577,4,low,0.09878682842287695,10,Low,2016-10-16 10:04:00
BHMBCCMKT01,56,577,3,average,0.09705372616984402,10,Low,2016-10-16 10:34:00
BHMBCCMKT01,56,577,5,average,0.09705372616984402,11,Low,2016-10-16 11:01:00
BHMBCCMKT01,56,577,4,average,0.09705372616984402,11,Low,2016-10-16 11:27:00
BHMBCCMKT01,65,577,8,high,0.11265164644714037,12,Low,2016-10-16 12:01:00
BHMBCCMKT01,105,577,9,high,0.18197573656845753,12,Low,2016-10-16 12:27:00
BHMBCCMKT01,131,577,8,high,0.2270363951473137,13,Low,2016-10-16 13:01:00
BHMBCCMKT01,146,577,6,average,0.2530329289428076,13,Low,2016-10-16 13:27:00
BHMBCCMKT01,170,577,7,high,0.29462738301559793,14,Low,2016-10-16 14:01:00
BHMBCCMKT01,180,577,5,average,0.3119584055459272,14,Medium,2016-10-16 14:27:00
BHMBCCMKT01,192,577,3,low,0.3327556325823224,15,Medium,2016-10-16 15:01:00
BHMBCCMKT01,185,577,3,low,0.32062391681109187,15,Medium,2016-10-16 15:31:00
BHMBCCMKT01,173,577,3,low,0.29982668977469673,15,Low,2016-10-16 15:57:00
BHMBCCMKT01,154,577,3,average,0.2668977469670711,16,Low,2016-10-16 16:31:00
BHMBCCMKT01,50,577,2,low,0.08665511265164645,8,Low,2016-10-17 08:01:00
BHMBCCMKT01,54,577,1,low,0.09358752166377816,8,Low,2016-10-17 08:27:00
BHMBCCMKT01,66,577,1,low,0.11438474870017332,9,Low,2016-10-17 09:01:00
BHMBCCMKT01,76,577,2,low,0.1317157712305026,9,Low,2016-10-17 09:27:00
BHMBCCMKT01,112,577,3,average,0.19410745233968804,10,Low,2016-10-17 10:04:00
BHMBCCMKT01,119,577,5,high,0.20623916811091855,10,Low,2016-10-17 10:31:00
BHMBCCMKT01,144,577,6,high,0.24956672443674177,11,Low,2016-10-17 11:04:00
BHMBCCMKT01,153,577,6,high,0.2651646447140381,11,Low,2016-10-17 11:31:00
BHMBCCMKT01,159,577,7,high,0.2755632582322357,12,Low,2016-10-17 12:04:00
BHMBCCMKT01,154,577,7,high,0.2668977469670711,12,Low,2016-10-17 12:31:00
BHMBCCMKT01,154,577,6,high,0.2668977469670711,12,Low,2016-10-17 12:57:00
BHMBCCMKT01,157,577,6,high,0.2720970537261698,13,Low,2016-10-17 13:31:00
BHMBCCMKT01,161,577,3,average,0.27902946273830154,14,Low,2016-10-17 14:04:00
BHMBCCMKT01,147,577,4,high,0.25476603119584057,14,Low,2016-10-17 14:31:00
BHMBCCMKT01,133,577,4,average,0.23050259965337955,14,Low,2016-10-17 14:57:00
BHMBCCMKT01,121,577,2,low,0.2097053726169844,15,Low,2016-10-17 15:31:00
BHMBCCMKT01,115,577,1,low,0.19930675909878684,15,Low,2016-10-17 15:57:00
BHMBCCMKT01,110,577,2,low,0.19064124783362218,16,Low,2016-10-17 16:28:00
BHMBCCMKT01,57,577,2,low,0.09878682842287695,8,Low,2016-10-18 08:01:00
BHMBCCMKT01,60,577,2,low,0.10398613518197573,8,Low,2016-10-18 08:28:00
BHMBCCMKT01,72,577,1,low,0.12478336221837089,9,Low,2016-10-18 09:01:00
BHMBCCMKT01,91,577,2,low,0.15771230502599654,9,Low,2016-10-18 09:28:00
BHMBCCMKT01,145,577,3,low,0.2512998266897747,10,Low,2016-10-18 10:01:00
BHMBCCMKT01,178,577,2,low,0.30849220103986136,10,Medium,2016-10-18 10:28:00
BHMBCCMKT01,220,577,5,average,0.38128249566724437,11,Medium,2016-10-18 11:01:00
BHMBCCMKT01,228,577,5,average,0.3951473136915078,11,Medium,2016-10-18 11:27:00
BHMBCCMKT01,231,577,7,high,0.4003466204506066,12,Medium,2016-10-18 12:01:00
BHMBCCMKT01,224,577,7,high,0.3882149046793761,12,Medium,2016-10-18 12:27:00
BHMBCCMKT01,237,577,6,high,0.41074523396880414,13,Medium,2016-10-18 13:01:00
BHMBCCMKT01,227,577,6,high,0.3934142114384749,13,Medium,2016-10-18 13:28:00
BHMBCCMKT01,226,577,6,high,0.39168110918544197,13,Medium,2016-10-18 13:54:00
BHMBCCMKT01,200,577,3,average,0.3466204506065858,14,Medium,2016-10-18 14:27:00
BHMBCCMKT01,165,577,3,low,0.28596187175043325,15,Low,2016-10-18 15:01:00
BHMBCCMKT01,157,577,2,low,0.2720970537261698,15,Low,2016-10-18 15:27:00
BHMBCCMKT01,149,577,2,low,0.2582322357019064,15,Low,2016-10-18 15:55:00
BHMBCCMKT01,124,577,2,low,0.21490467937608318,16,Low,2016-10-18 16:27:00
BHMBCCMKT01,49,577,2,low,0.08492201039861352,8,Low,2016-10-19 08:05:00
BHMBCCMKT01,51,577,1,low,0.08838821490467938,8,Low,2016-10-19 08:25:00
BHMBCCMKT01,59,577,2,low,0.1022530329289428,8,Low,2016-10-19 08:58:00
BHMBCCMKT01,76,577,2,low,0.1317157712305026,9,Low,2016-10-19 09:32:00
BHMBCCMKT01,105,577,2,low,0.18197573656845753,9,Low,2016-10-19 09:58:00
BHMBCCMKT01,135,577,3,low,0.2339688041594454,10,Low,2016-10-19 10:25:00
BHMBCCMKT01,156,577,3,average,0.2703639514731369,10,Low,2016-10-19 10:59:00
BHMBCCMKT01,177,577,4,average,0.30675909878682844,11,Medium,2016-10-19 11:25:00
BHMBCCMKT01,181,577,6,high,0.31369150779896016,11,Medium,2016-10-19 11:59:00
BHMBCCMKT01,171,577,7,high,0.29636048526863085,12,Low,2016-10-19 12:25:00
BHMBCCMKT01,165,577,7,high,0.28596187175043325,12,Low,2016-10-19 12:58:00
BHMBCCMKT01,167,577,6,high,0.28942807625649913,13,Low,2016-10-19 13:25:00
BHMBCCMKT01,161,577,5,average,0.27902946273830154,13,Low,2016-10-19 13:58:00
BHMBCCMKT01,156,577,3,average,0.2703639514731369,14,Low,2016-10-19 14:32:00
BHMBCCMKT01,144,577,4,average,0.24956672443674177,14,Low,2016-10-19 14:58:00
BHMBCCMKT01,127,577,1,low,0.22010398613518198,15,Low,2016-10-19 15:32:00
BHMBCCMKT01,117,577,2,low,0.2027729636048527,15,Low,2016-10-19 15:59:00
BHMBCCMKT01,110,577,2,low,0.19064124783362218,16,Low,2016-10-19 16:25:00
BHMBCCMKT01,57,577,2,average,0.09878682842287695,7,Low,2016-10-22 07:59:00
BHMBCCMKT01,59,577,1,average,0.1022530329289428,8,Low,2016-10-22 08:26:00
BHMBCCMKT01,72,577,1,low,0.12478336221837089,8,Low,2016-10-22 08:59:00
BHMBCCMKT01,93,577,2,low,0.1611785095320624,9,Low,2016-10-22 09:26:00
BHMBCCMKT01,130,577,2,low,0.22530329289428075,9,Low,2016-10-22 09:59:00
BHMBCCMKT01,156,577,3,low,0.2703639514731369,10,Low,2016-10-22 10:26:00
BHMBCCMKT01,198,577,4,average,0.3431542461005199,10,Medium,2016-10-22 10:59:00
BHMBCCMKT01,239,577,4,average,0.41421143847487,11,Medium,2016-10-22 11:32:00
BHMBCCMKT01,261,577,5,average,0.45233968804159447,11,Medium,2016-10-22 11:59:00
BHMBCCMKT01,324,577,8,high,0.561525129982669,12,Medium,2016-10-22 12:32:00
BHMBCCMKT01,359,577,8,high,0.6221837088388215,12,Medium,2016-10-22 12:59:00
