SystemCodeNumber,Occupancy,Capacity,rate,PriceLevel,Timestamp
BHMBCCMKT01,58,577,0.10051993067590988,Low,06-10-2016 07:57:00
BHMBCCMKT01,63,577,0.10918544194107452,Low,06-10-2016 08:30:00
BHMBCCMKT01,70,577,0.12131715771230503,Low,06-10-2016 08:57:00
BHMBCCMKT01,95,577,0.16464471403812825,Low,06-10-2016 09:30:00
BHMBCCMKT01,135,577,0.2339688041594454,Low,06-10-2016 10:03:00
BHMBCCMKT01,160,577,0.2772963604852686,Low,06-10-2016 10:30:00
BHMBCCMKT01,177,577,0.30675909878682844,Medium,06-10-2016 10:57:00
BHMBCCMKT01,191,577,0.3310225303292894,Medium,06-10-2016 11:30:00
BHMBCCMKT01,199,577,0.34488734835355284,Medium,06-10-2016 12:04:00
BHMBCCMKT01,206,577,0.35701906412478335,Medium,06-10-2016 12:30:00
BHMBCCMKT01,198,577,0.3431542461005199,Medium,06-10-2016 12:57:00
BHMBCCMKT01,208,577,0.36048526863084923,Medium,06-10-2016 13:30:00
BHMBCCMKT01,200,577,0.3466204506065858,Medium,06-10-2016 13:57:00
BHMBCCMKT01,175,577,0.30329289428076256,Medium,06-10-2016 14:30:00
BHMBCCMKT01,158,577,0.2738301559792028,Low,06-10-2016 15:04:00
BHMBCCMKT01,153,577,0.2651646447140381,Low,06-10-2016 15:31:00
BHMBCCMKT01,135,577,0.2339688041594454,Low,06-10-2016 16:04:00
BHMBCCMKT01,129,577,0.22357019064124783,Low,06-10-2016 16:30:00
BHMBCCMKT01,58,577,0.10051993067590988,Low,07-10-2016 08:03:00
BHMBCCMKT01,61,577,0.10571923743500866,Low,07-10-2016 08:30:00
BHMBCCMKT01,75,577,0.12998266897746968,Low,07-10-2016 09:04:00
BHMBCCMKT01,103,577,0.17850953206239167,Low,07-10-2016 09:30:00
BHMBCCMKT01,128,577,0.2218370883882149,Low,07-10-2016 09:57:00
BHMBCCMKT01,172,577,0.29809358752166376,Low,07-10-2016 10:30:00
BHMBCCMKT01,188,577,0.32582322357019067,Medium,07-10-2016 10:57:00
BHMBCCMKT01,199,577,0.34488734835355284,Medium,07-10-2016 11:30:00
BHMBCCMKT01,210,577,0.36395147313691506,Medium,07-10-2016 12:03:00
BHMBCCMKT01,206,577,0.35701906412478335,Medium,07-10-2016 12:30:00
BHMBCCMKT01,200,577,0.3466204506065858,Medium,07-10-2016 13:04:00
BHMBCCMKT01,201,577,0.3483535528596187,Medium,07-10-2016 13:30:00
BHMBCCMKT01,193,577,0.3344887348353553,Medium,07-10-2016 14:03:00
BHMBCCMKT01,181,577,0.31369150779896016,Medium,07-10-2016 14:30:00
BHMBCCMKT01,172,577,0.29809358752166376,Low,07-10-2016 15:04:00
BHMBCCMKT01,159,577,0.2755632582322357,Low,07-10-2016 15:30:00
BHMBCCMKT01,158,577,0.2738301559792028,Low,07-10-2016 15:57:00
BHMBCCMKT01,132,577,0.22876949740034663,Low,07-10-2016 16:30:00
BHMBCCMKT01,58,577,0.10051993067590988,Low,08-10-2016 07:57:00
BHMBCCMKT01,61,577,0.10571923743500866,Low,08-10-2016 08:30:00
BHMBCCMKT01,75,577,0.12998266897746968,Low,08-10-2016 08:57:00
BHMBCCMKT01,104,577,0.18024263431542462,Low,08-10-2016 09:30:00
BHMBCCMKT01,158,577,0.2738301559792028,Low,08-10-2016 10:04:00
BHMBCCMKT01,191,577,0.3310225303292894,Medium,08-10-2016 10:30:00
BHMBCCMKT01,223,577,0.38648180242634317,Medium,08-10-2016 10:57:00
BHMBCCMKT01,254,577,0.44020797227036396,Medium,08-10-2016 11:30:00
BHMBCCMKT01,306,577,0.5303292894280762,Medium,08-10-2016 12:04:00
BHMBCCMKT01,320,577,0.5545927209705372,Medium,08-10-2016 12:30:00
BHMBCCMKT01,348,577,0.6031195840554593,Medium,08-10-2016 13:04:00
BHMBCCMKT01,357,577,0.6187175043327556,Medium,08-10-2016 13:30:00
BHMBCCMKT01,395,577,0.6845753899480069,Medium,08-10-2016 14:03:00
BHMBCCMKT01,400,577,0.6932409012131716,Medium,08-10-2016 14:30:00
BHMBCCMKT01,395,577,0.6845753899480069,Medium,08-10-2016 14:57:00
BHMBCCMKT01,406,577,0.7036395147313691,High,08-10-2016 15:30:00
BHMBCCMKT01,381,577,0.6603119584055459,Medium,08-10-2016 16:04:00
BHMBCCMKT01,365,577,0.6325823223570191,Medium,08-10-2016 16:30:00
BHMBCCMKT01,42,577,0.07279029462738301,Low,09-10-2016 08:04:00
BHMBCCMKT01,42,577,0.07279029462738301,Low,09-10-2016 08:30:00
BHMBCCMKT01,43,577,0.07452339688041594,Low,09-10-2016 09:04:00
BHMBCCMKT01,43,577,0.07452339688041594,Low,09-10-2016 09:30:00
BHMBCCMKT01,50,577,0.08665511265164645,Low,09-10-2016 09:57:00
BHMBCCMKT01,64,577,0.11091854419410745,Low,09-10-2016 10:30:00
BHMBCCMKT01,100,577,0.1733102253032929,Low,09-10-2016 11:04:00
BHMBCCMKT01,126,577,0.21837088388214904,Low,09-10-2016 11:30:00
BHMBCCMKT01,148,577,0.2564991334488735,Low,09-10-2016 11:57:00
BHMBCCMKT01,170,577,0.29462738301559793,Low,09-10-2016 12:30:00
BHMBCCMKT01,189,577,0.3275563258232236,Medium,09-10-2016 13:04:00
BHMBCCMKT01,205,577,0.35528596187175043,Medium,09-10-2016 13:30:00
BHMBCCMKT01,208,577,0.36048526863084923,Medium,09-10-2016 14:03:00
BHMBCCMKT01,209,577,0.36221837088388215,Medium,09-10-2016 14:30:00
BHMBCCMKT01,191,577,0.3310225303292894,Medium,09-10-2016 15:04:00
BHMBCCMKT01,180,577,0.3119584055459272,Medium,09-10-2016 15:30:00
BHMBCCMKT01,155,577,0.268630849220104,Low,09-10-2016 16:03:00
BHMBCCMKT01,133,577,0.23050259965337955,Low,09-10-2016 16:30:00
BHMBCCMKT01,54,577,0.09358752166377816,Low,10-10-2016 08:04:00
BHMBCCMKT01,56,577,0.09705372616984402,Low,10-10-2016 08:30:00
BHMBCCMKT01,65,577,0.11265164644714037,Low,10-10-2016 09:04:00
BHMBCCMKT01,73,577,0.1265164644714038,Low,10-10-2016 09:30:00
BHMBCCMKT01,92,577,0.15944540727902945,Low,10-10-2016 10:03:00
BHMBCCMKT01,113,577,0.19584055459272098,Low,10-10-2016 10:30:00
BHMBCCMKT01,144,577,0.24956672443674177,Low,10-10-2016 10:57:00
BHMBCCMKT01,149,577,0.2582322357019064,Low,10-10-2016 11:30:00
BHMBCCMKT01,159,577,0.2755632582322357,Low,10-10-2016 11:57:00
BHMBCCMKT01,171,577,0.29636048526863085,Low,10-10-2016 12:30:00
BHMBCCMKT01,176,577,0.3050259965337955,Medium,10-10-2016 13:04:00
BHMBCCMKT01,172,577,0.29809358752166376,Low,10-10-2016 13:30:00
BHMBCCMKT01,161,577,0.27902946273830154,Low,10-10-2016 14:03:00
BHMBCCMKT01,154,577,0.2668977469670711,Low,10-10-2016 14:30:00
BHMBCCMKT01,137,577,0.23743500866551126,Low,10-10-2016 14:57:00
BHMBCCMKT01,129,577,0.22357019064124783,Low,10-10-2016 15:30:00
BHMBCCMKT01,130,577,0.22530329289428075,Low,10-10-2016 15:57:00
BHMBCCMKT01,114,577,0.1975736568457539,Low,10-10-2016 16:30:00
BHMBCCMKT01,56,577,0.09705372616984402,Low,11-10-2016 08:04:00
BHMBCCMKT01,64,577,0.11091854419410745,Low,11-10-2016 08:30:00
BHMBCCMKT01,74,577,0.12824956672443674,Low,11-10-2016 08:57:00
BHMBCCMKT01,93,577,0.1611785095320624,Low,11-10-2016 09:30:00
BHMBCCMKT01,129,577,0.22357019064124783,Low,11-10-2016 09:57:00
BHMBCCMKT01,167,577,0.28942807625649913,Low,11-10-2016 10:30:00
BHMBCCMKT01,200,577,0.3466204506065858,Medium,11-10-2016 10:57:00
BHMBCCMKT01,219,577,0.37954939341421146,Medium,11-10-2016 11:30:00
BHMBCCMKT01,225,577,0.389948006932409,Medium,11-10-2016 12:03:00
BHMBCCMKT01,221,577,0.3830155979202773,Medium,11-10-2016 12:30:00
BHMBCCMKT01,217,577,0.37608318890814557,Medium,11-10-2016 13:04:00
BHMBCCMKT01,217,577,0.37608318890814557,Medium,11-10-2016 13:31:00
BHMBCCMKT01,208,577,0.36048526863084923,Medium,11-10-2016 14:04:00
BHMBCCMKT01,191,577,0.3310225303292894,Medium,11-10-2016 14:30:00
BHMBCCMKT01,167,577,0.28942807625649913,Low,11-10-2016 15:03:00
BHMBCCMKT01,159,577,0.2755632582322357,Low,11-10-2016 15:33:00
BHMBCCMKT01,150,577,0.25996533795493937,Low,11-10-2016 16:01:00
BHMBCCMKT01,127,577,0.22010398613518198,Low,11-10-2016 16:26:00
BHMBCCMKT01,51,577,0.08838821490467938,Low,12-10-2016 08:04:00
BHMBCCMKT01,57,577,0.09878682842287695,Low,12-10-2016 08:31:00
BHMBCCMKT01,64,577,0.11091854419410745,Low,12-10-2016 09:03:00
BHMBCCMKT01,73,577,0.1265164644714038,Low,12-10-2016 09:26:00
BHMBCCMKT01,99,577,0.17157712305025996,Low,12-10-2016 10:01:00
BHMBCCMKT01,112,577,0.19410745233968804,Low,12-10-2016 10:31:00
BHMBCCMKT01,127,577,0.22010398613518198,Low,12-10-2016 11:04:00
BHMBCCMKT01,128,577,0.2218370883882149,Low,12-10-2016 11:31:00
BHMBCCMKT01,143,577,0.24783362218370883,Low,12-10-2016 12:04:00
BHMBCCMKT01,158,577,0.2738301559792028,Low,12-10-2016 12:31:00
BHMBCCMKT01,157,577,0.2720970537261698,Low,12-10-2016 13:04:00
BHMBCCMKT01,164,577,0.28422876949740034,Low,12-10-2016 13:34:00
BHMBCCMKT01,167,577,0.28942807625649913,Low,12-10-2016 14:03:00
BHMBCCMKT01,159,577,0.2755632582322357,Low,12-10-2016 14:34:00
BHMBCCMKT01,140,577,0.24263431542461006,Low,12-10-2016 15:01:00
BHMBCCMKT01,128,577,0.2218370883882149,Low,12-10-2016 15:30:00
BHMBCCMKT01,121,577,0.2097053726169844,Low,12-10-2016 15:57:00
BHMBCCMKT01,111,577,0.1923743500866551,Low,12-10-2016 16:31:00
BHMBCCMKT01,58,577,0.10051993067590988,Low,13-10-2016 07:57:00
BHMBCCMKT01,65,577,0.11265164644714037,Low,13-10-2016 08:31:00
BHMBCCMKT01,76,577,0.1317157712305026,Low,13-10-2016 09:04:00
BHMBCCMKT01,97,577,0.1681109185441941,Low,13-10-2016 09:31:00
BHMBCCMKT01,127,577,0.22010398613518198,Low,13-10-2016 09:57:00
BHMBCCMKT01,166,577,0.2876949740034662,Low,13-10-2016 10:31:00
BHMBCCMKT01,200,577,0.3466204506065858,Medium,13-10-2016 11:04:00
BHMBCCMKT01,220,577,0.38128249566724437,Medium,13-10-2016 11:31:00
BHMBCCMKT01,230,577,0.3986135181975737,Medium,13-10-2016 11:57:00
BHMBCCMKT01,231,577,0.4003466204506066,Medium,13-10-2016 12:31:00
BHMBCCMKT01,214,577,0.3708838821490468,Medium,13-10-2016 13:04:00
BHMBCCMKT01,203,577,0.35181975736568455,Medium,13-10-2016 13:31:00
BHMBCCMKT01,205,577,0.35528596187175043,Medium,13-10-2016 13:57:00
BHMBCCMKT01,181,577,0.31369150779896016,Medium,13-10-2016 14:31:00
BHMBCCMKT01,162,577,0.2807625649913345,Low,13-10-2016 15:04:00
BHMBCCMKT01,144,577,0.24956672443674177,Low,13-10-2016 15:31:00
BHMBCCMKT01,132,577,0.22876949740034663,Low,13-10-2016 16:04:00
BHMBCCMKT01,130,577,0.22530329289428075,Low,13-10-2016 16:31:00
BHMBCCMKT01,53,577,0.09185441941074524,Low,14-10-2016 08:01:00
BHMBCCMKT01,57,577,0.09878682842287695,Low,14-10-2016 08:27:00
BHMBCCMKT01,67,577,0.11611785095320624,Low,14-10-2016 09:01:00
BHMBCCMKT01,100,577,0.1733102253032929,Low,14-10-2016 09:27:00
BHMBCCMKT01,134,577,0.2322357019064125,Low,14-10-2016 10:01:00
BHMBCCMKT01,157,577,0.2720970537261698,Low,14-10-2016 10:27:00
BHMBCCMKT01,205,577,0.35528596187175043,Medium,14-10-2016 11:01:00
BHMBCCMKT01,220,577,0.38128249566724437,Medium,14-10-2016 11:27:00
BHMBCCMKT01,224,577,0.3882149046793761,Medium,14-10-2016 12:01:00
BHMBCCMKT01,213,577,0.36915077989601386,Medium,14-10-2016 12:27:00
BHMBCCMKT01,205,577,0.35528596187175043,Medium,14-10-2016 13:01:00
BHMBCCMKT01,201,577,0.3483535528596187,Medium,14-10-2016 13:27:00
BHMBCCMKT01,182,577,0.31542461005199307,Medium,14-10-2016 14:01:00
BHMBCCMKT01,174,577,0.30155979202772965,Medium,14-10-2016 14:34:00
BHMBCCMKT01,171,577,0.29636048526863085,Low,14-10-2016 15:01:00
BHMBCCMKT01,161,577,0.27902946273830154,Low,14-10-2016 15:27:00
BHMBCCMKT01,138,577,0.2391681109185442,Low,14-10-2016 16:01:00
BHMBCCMKT01,134,577,0.2322357019064125,Low,14-10-2016 16:34:00
BHMBCCMKT01,53,577,0.09185441941074524,Low,15-10-2016 08:01:00
BHMBCCMKT01,63,577,0.10918544194107452,Low,15-10-2016 08:34:00
BHMBCCMKT01,77,577,0.13344887348353554,Low,15-10-2016 09:01:00
BHMBCCMKT01,101,577,0.17504332755632582,Low,15-10-2016 09:27:00
BHMBCCMKT01,154,577,0.2668977469670711,Low,15-10-2016 10:01:00
BHMBCCMKT01,171,577,0.29636048526863085,Low,15-10-2016 10:27:00
BHMBCCMKT01,211,577,0.36568457538994803,Medium,15-10-2016 11:01:00
BHMBCCMKT01,239,577,0.41421143847487,Medium,15-10-2016 11:27:00
BHMBCCMKT01,276,577,0.4783362218370884,Medium,15-10-2016 12:01:00
BHMBCCMKT01,297,577,0.5147313691507799,Medium,15-10-2016 12:27:00
BHMBCCMKT01,332,577,0.5753899480069324,Medium,15-10-2016 13:01:00
BHMBCCMKT01,352,577,0.610051993067591,Medium,15-10-2016 13:34:00
BHMBCCMKT01,391,577,0.6776429809358753,Medium,15-10-2016 14:01:00
BHMBCCMKT01,409,577,0.708838821490468,High,15-10-2016 14:27:00
BHMBCCMKT01,442,577,0.7660311958405546,High,15-10-2016 15:01:00
BHMBCCMKT01,428,577,0.7417677642980935,High,15-10-2016 15:27:00
BHMBCCMKT01,412,577,0.7140381282495667,High,15-10-2016 16:01:00
BHMBCCMKT01,393,577,0.6811091854419411,Medium,15-10-2016 16:27:00
BHMBCCMKT01,48,577,0.0831889081455806,Low,16-10-2016 08:04:00
BHMBCCMKT01,48,577,0.0831889081455806,Low,16-10-2016 08:27:00
BHMBCCMKT01,55,577,0.09532062391681109,Low,16-10-2016 09:01:00
BHMBCCMKT01,57,577,0.09878682842287695,Low,16-10-2016 09:27:00
BHMBCCMKT01,57,577,0.09878682842287695,Low,16-10-2016 10:04:00
BHMBCCMKT01,56,577,0.09705372616984402,Low,16-10-2016 10:34:00
BHMBCCMKT01,56,577,0.09705372616984402,Low,16-10-2016 11:01:00
BHMBCCMKT01,56,577,0.09705372616984402,Low,16-10-2016 11:27:00
BHMBCCMKT01,65,577,0.11265164644714037,Low,16-10-2016 12:01:00
BHMBCCMKT01,105,577,0.18197573656845753,Low,16-10-2016 12:27:00
BHMBCCMKT01,131,577,0.2270363951473137,Low,16-10-2016 13:01:00
BHMBCCMKT01,146,577,0.2530329289428076,Low,16-10-2016 13:27:00
BHMBCCMKT01,170,577,0.29462738301559793,Low,16-10-2016 14:01:00
BHMBCCMKT01,180,577,0.3119584055459272,Medium,16-10-2016 14:27:00
BHMBCCMKT01,192,577,0.3327556325823224,Medium,16-10-2016 15:01:00
BHMBCCMKT01,185,577,0.32062391681109187,Medium,16-10-2016 15:31:00
BHMBCCMKT01,173,577,0.29982668977469673,Low,16-10-2016 15:57:00
BHMBCCMKT01,154,577,0.2668977469670711,Low,16-10-2016 16:31:00
BHMBCCMKT01,50,577,0.08665511265164645,Low,17-10-2016 08:01:00
BHMBCCMKT01,54,577,0.09358752166377816,Low,17-10-2016 08:27:00
BHMBCCMKT01,66,577,0.11438474870017332,Low,17-10-2016 09:01:00
BHMBCCMKT01,76,577,0.1317157712305026,Low,17-10-2016 09:27:00
BHMBCCMKT01,112,577,0.19410745233968804,Low,17-10-2016 10:04:00
BHMBCCMKT01,119,577,0.20623916811091855,Low,17-10-2016 10:31:00
BHMBCCMKT01,144,577,0.24956672443674177,Low,17-10-2016 11:04:00
BHMBCCMKT01,153,577,0.2651646447140381,Low,17-10-2016 11:31:00
BHMBCCMKT01,159,577,0.2755632582322357,Low,17-10-2016 12:04:00
BHMBCCMKT01,154,577,0.2668977469670711,Low,17-10-2016 12:31:00
BHMBCCMKT01,154,577,0.2668977469670711,Low,17-10-2016 12:57:00
BHMBCCMKT01,157,577,0.2720970537261698,Low,17-10-2016 13:31:00
BHMBCCMKT01,161,577,0.27902946273830154,Low,17-10-2016 14:04:00
BHMBCCMKT01,147,577,0.25476603119584057,Low,17-10-2016 14:31:00
BHMBCCMKT01,133,577,0.23050259965337955,Low,17-10-2016 14:57:00
BHMBCCMKT01,121,577,0.2097053726169844,Low,17-10-2016 15:31:00
BHMBCCMKT01,115,577,0.19930675909878684,Low,17-10-2016 15:57:00
BHMBCCMKT01,110,577,0.19064124783362218,Low,17-10-2016 16:28:00
BHMBCCMKT01,57,577,0.09878682842287695,Low,18-10-2016 08:01:00
BHMBCCMKT01,60,577,0.10398613518197573,Low,18-10-2016 08:28:00
BHMBCCMKT01,72,577,0.12478336221837089,Low,18-10-2016 09:01:00
BHMBCCMKT01,91,577,0.15771230502599654,Low,18-10-2016 09:28:00
BHMBCCMKT01,145,577,0.2512998266897747,Low,18-10-2016 10:01:00
BHMBCCMKT01,178,577,0.30849220103986136,Medium,18-10-2016 10:28:00
BHMBCCMKT01,220,577,0.38128249566724437,Medium,18-10-2016 11:01:00
BHMBCCMKT01,228,577,0.3951473136915078,Medium,18-10-2016 11:27:00
BHMBCCMKT01,231,577,0.4003466204506066,Medium,18-10-2016 12:01:00
BHMBCCMKT01,224,577,0.3882149046793761,Medium,18-10-2016 12:27:00
BHMBCCMKT01,237,577,0.41074523396880414,Medium,18-10-2016 13:01:00
BHMBCCMKT01,227,577,0.3934142114384749,Medium,18-10-2016 13:28:00
BHMBCCMKT01,226,577,0.39168110918544197,Medium,18-10-2016 13:54:00
BHMBCCMKT01,200,577,0.3466204506065858,Medium,18-10-2016 14:27:00
BHMBCCMKT01,165,577,0.28596187175043325,Low,18-10-2016 15:01:00
BHMBCCMKT01,157,577,0.2720970537261698,Low,18-10-2016 15:27:00
BHMBCCMKT01,149,577,0.2582322357019064,Low,18-10-2016 15:55:00
BHMBCCMKT01,124,577,0.21490467937608318,Low,18-10-2016 16:27:00
BHMBCCMKT01,49,577,0.08492201039861352,Low,19-10-2016 08:05:00
BHMBCCMKT01,51,577,0.08838821490467938,Low,19-10-2016 08:25:00
BHMBCCMKT01,59,577,0.1022530329289428,Low,19-10-2016 08:58:00
BHMBCCMKT01,76,577,0.1317157712305026,Low,19-10-2016 09:32:00
BHMBCCMKT01,105,577,0.18197573656845753,Low,19-10-2016 09:58:00
BHMBCCMKT01,135,577,0.2339688041594454,Low,19-10-2016 10:25:00
BHMBCCMKT01,156,577,0.2703639514731369,Low,19-10-2016 10:59:00
BHMBCCMKT01,177,577,0.30675909878682844,Medium,19-10-2016 11:25:00
BHMBCCMKT01,181,577,0.31369150779896016,Medium,19-10-2016 11:59:00
BHMBCCMKT01,171,577,0.29636048526863085,Low,19-10-2016 12:25:00
BHMBCCMKT01,165,577,0.28596187175043325,Low,19-10-2016 12:58:00
BHMBCCMKT01,167,577,0.28942807625649913,Low,19-10-2016 13:25:00
BHMBCCMKT01,161,577,0.27902946273830154,Low,19-10-2016 13:58:00
BHMBCCMKT01,156,577,0.2703639514731369,Low,19-10-2016 14:32:00
BHMBCCMKT01,144,577,0.24956672443674177,Low,19-10-2016 14:58:00
BHMBCCMKT01,127,577,0.22010398613518198,Low,19-10-2016 15:32:00
BHMBCCMKT01,117,577,0.2027729636048527,Low,19-10-2016 15:59:00
BHMBCCMKT01,110,577,0.19064124783362218,Low,19-10-2016 16:25:00
BHMBCCMKT01,57,577,0.09878682842287695,Low,22-10-2016 07:59:00
BHMBCCMKT01,59,577,0.1022530329289428,Low,22-10-2016 08:26:00
BHMBCCMKT01,72,577,0.12478336221837089,Low,22-10-2016 08:59:00
BHMBCCMKT01,93,577,0.1611785095320624,Low,22-10-2016 09:26:00
BHMBCCMKT01,130,577,0.22530329289428075,Low,22-10-2016 09:59:00
BHMBCCMKT01,156,577,0.2703639514731369,Low,22-10-2016 10:26:00
BHMBCCMKT01,198,577,0.3431542461005199,Medium,22-10-2016 10:59:00
BHMBCCMKT01,239,577,0.41421143847487,Medium,22-10-2016 11:32:00
BHMBCCMKT01,261,577,0.45233968804159447,Medium,22-10-2016 11:59:00
BHMBCCMKT01,324,577,0.561525129982669,Medium,22-10-2016 12:32:00
BHMBCCMKT01,359,577,0.6221837088388215,Medium,22-10-2016 12:59:00
BHMBCCMKT01,380,577,0.658578856152513,Medium,22-10-2016 13:32:00
BHMBCCMKT01,408,577,0.707105719237435,High,22-10-2016 13:59:00
BHMBCCMKT01,430,577,0.7452339688041595,High,22-10-2016 14:39:00
BHMBCCMKT01,424,577,0.7348353552859619,High,22-10-2016 14:59:00
BHMBCCMKT01,403,577,0.6984402079722704,Medium,22-10-2016 15:26:00
BHMBCCMKT01,384,577,0.6655112651646448,Medium,22-10-2016 15:59:00
BHMBCCMKT01,340,577,0.5892547660311959,Medium,22-10-2016 16:26:00
BHMBCCMKT01,47,577,0.08145580589254767,Low,23-10-2016 07:59:00
BHMBCCMKT01,48,577,0.0831889081455806,Low,23-10-2016 08:26:00
BHMBCCMKT01,51,577,0.08838821490467938,Low,23-10-2016 08:59:00
BHMBCCMKT01,50,577,0.08665511265164645,Low,23-10-2016 09:26:00
BHMBCCMKT01,54,577,0.09358752166377816,Low,23-10-2016 09:59:00
BHMBCCMKT01,60,577,0.10398613518197573,Low,23-10-2016 10:26:00
BHMBCCMKT01,80,577,0.1386481802426343,Low,23-10-2016 10:59:00
BHMBCCMKT01,107,577,0.1854419410745234,Low,23-10-2016 11:26:00
BHMBCCMKT01,125,577,0.21663778162911612,Low,23-10-2016 11:59:00
BHMBCCMKT01,144,577,0.24956672443674177,Low,23-10-2016 12:26:00
BHMBCCMKT01,175,577,0.30329289428076256,Medium,23-10-2016 13:06:00
BHMBCCMKT01,192,577,0.3327556325823224,Medium,23-10-2016 13:26:00
BHMBCCMKT01,215,577,0.37261698440207974,Medium,23-10-2016 13:59:00
BHMBCCMKT01,226,577,0.39168110918544197,Medium,23-10-2016 14:26:00
BHMBCCMKT01,219,577,0.37954939341421146,Medium,23-10-2016 14:59:00
BHMBCCMKT01,215,577,0.37261698440207974,Medium,23-10-2016 15:26:00
BHMBCCMKT01,179,577,0.31022530329289427,Medium,23-10-2016 15:59:00
BHMBCCMKT01,150,577,0.25996533795493937,Low,23-10-2016 16:26:00
BHMBCCMKT01,47,577,0.08145580589254767,Low,24-10-2016 07:56:00
BHMBCCMKT01,55,577,0.09532062391681109,Low,24-10-2016 08:29:00
BHMBCCMKT01,62,577,0.10745233968804159,Low,24-10-2016 09:03:00
BHMBCCMKT01,73,577,0.1265164644714038,Low,24-10-2016 09:30:00
BHMBCCMKT01,87,577,0.15077989601386482,Low,24-10-2016 09:55:00
BHMBCCMKT01,114,577,0.1975736568457539,Low,24-10-2016 10:30:00
BHMBCCMKT01,137,577,0.23743500866551126,Low,24-10-2016 11:03:00
BHMBCCMKT01,155,577,0.268630849220104,Low,24-10-2016 11:29:00
BHMBCCMKT01,173,577,0.29982668977469673,Low,24-10-2016 12:02:00
BHMBCCMKT01,191,577,0.3310225303292894,Medium,24-10-2016 12:30:00
BHMBCCMKT01,198,577,0.3431542461005199,Medium,24-10-2016 12:56:00
BHMBCCMKT01,208,577,0.36048526863084923,Medium,24-10-2016 13:30:00
BHMBCCMKT01,219,577,0.37954939341421146,Medium,24-10-2016 13:56:00
BHMBCCMKT01,215,577,0.37261698440207974,Medium,24-10-2016 14:30:00
BHMBCCMKT01,209,577,0.36221837088388215,Medium,24-10-2016 14:56:00
BHMBCCMKT01,209,577,0.36221837088388215,Medium,24-10-2016 15:32:00
BHMBCCMKT01,192,577,0.3327556325823224,Medium,24-10-2016 16:00:00
BHMBCCMKT01,175,577,0.30329289428076256,Medium,24-10-2016 16:33:00
BHMBCCMKT01,54,577,0.09358752166377816,Low,25-10-2016 08:00:00
BHMBCCMKT01,55,577,0.09532062391681109,Low,25-10-2016 08:26:00
BHMBCCMKT01,82,577,0.14211438474870017,Low,25-10-2016 09:00:00
